origLate,gaNum,orig,docID,groupID,primaryName,lang,userID,v11n,origEarly,shelfInstances.shelfInstance.instCountry,shelfInstances.shelfInstance.shelfID,shelfInstances.shelfInstance.originYearDescription,shelfInstances.shelfInstance.instURL,shelfInstances.shelfInstance.instPlace,shelfInstances.shelfInstance.instNameCustom,shelfInstances.shelfInstance.instID,shelfInstances.shelfInstance.leavesDescription,shelfInstances.shelfInstance.formerGANumber,shelfInstances.shelfInstance.shelfNumber,shelfInstances.shelfInstance.instLogoURL,shelfInstances.shelfInstance.instName,shelfInstances.shelfInstance.instGeoLocator,shelfInstances.shelfInstance.contentOverview,shelfInstances
1299.0,1477.0,"XIII",31477.0,"",1477.0,"g","","",1200.0,"Greece",1774.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,286.0,"","A' 47","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1199.0,1478.0,"XI/XII",31478.0,"",1478.0,"g","","",1000.0,"Greece",1775.0,"XI/XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,229.0,"","A' 48","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
1299.0,1479.0,"XIII",31479.0,"",1479.0,"g","","",1200.0,"Greece",1776.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,266.0,"","A' 49","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1480.0,"XIV",31480.0,"",1480.0,"g","","",1300.0,"Greece",1777.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,243.0,"","A' 50","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1199.0,1481.0,"XII",31481.0,"",1481.0,"g","","",1100.0,"Greece",1778.0,"XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,222.0,"","A' 52","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1304.0,1482.0,1304.0,31482.0,"",1482.0,"g","","",1304.0,"Greece",1779.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,395.0,"","A' 54","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap",
1099.0,1483.0,"XI",31483.0,"",1483.0,"g","","",1000.0,"Greece",1780.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,272.0,"","A' 57","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1299.0,1484.0,"XIII",31484.0,"",1484.0,"g","","",1200.0,"Greece",1781.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,299.0,"","A' 59","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1199.0,1485.0,"XII",31485.0,"",1485.0,"g","","",1100.0,"Greece",1782.0,"XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,227.0,"","A' 60","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1098.0,1486.0,1098.0,31486.0,"",1486.0,"g","","",1098.0,"Greece",1783.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,233.0,"","A' 61","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1299.0,1487.0,"XIII",31487.0,"",1487.0,"g","","",1200.0,"Greece",1784.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,275.0,"","A' 62","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1488.0,"XIV",31488.0,"",1488.0,"g","","",1300.0,"Greece",1785.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,271.0,"","A' 63","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1199.0,1489.0,"XII",31489.0,"",1489.0,"g","","",1100.0,"Greece",1786.0,"XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,287.0,"","A' 64","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1199.0,1490.0,"XII",31490.0,"",1490.0,"g","","",1100.0,"Greece",1787.0,"XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,309.0,"","A' 65","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap",
1299.0,1491.0,"XIII",31491.0,"",1491.0,"g","","",1200.0,"Greece",1788.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,195.0,"","A' 66","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1342.0,1492.0,1342.0,31492.0,"",1492.0,"g","","",1342.0,"Greece",1789.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,343.0,"","A' 67","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1493.0,"XIV",31493.0,"",1493.0,"g","","",1300.0,"Greece",1790.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,182.0,"","A' 68","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1299.0,1494.0,"XIII",31494.0,"",1494.0,"g","","",1200.0,"Greece",1791.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,267.0,"","A' 69","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1495.0,"XIV",31495.0,"",1495.0,"g","","",1300.0,"Greece",1792.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,263.0,"","A' 73","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eapP:      e Kath Ko",
1299.0,1496.0,"XIII",31496.0,"",1496.0,"g","","",1200.0,"Greece",1793.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,287.0,"","A' 74","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1299.0,1497.0,"XIII",31497.0,"",1497.0,"g","","",1200.0,"Greece",1794.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,348.0,"","A' 75","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1498.0,"XIV",31498.0,"",1498.0,,,,,"Greece",5667.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,217.0,"","A' 76","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1498.0,"XIV",31498.0,"",1498.0,,,,,"USA",5668.0,"XIII","","Chicago, IL","",0.0,1.0,"","Ms. 2","","H.R. Willoughby","","e",
1399.0,1498.0,"XIV",31498.0,"",1498.0,,,,,"USA",5669.0,"XIII","http://thewalters.org/","Baltimore, MD","",0.0,2.0,"","W. 530.F-G","http://ntmss.info/instlogos/WaltersArtMuseum.jpg","Walters Art Museum","39.2965173,-76.61645039999999","e",
1399.0,1498.0,"XIV",31498.0,"",1498.0,,,,,"France",5670.0,"XIII","","Paris","",0.0,1.0,"","Mn. Mas. 02","","École Nationale des Beaux-Arts","","e",
1399.0,1498.0,"XIV",31498.0,"",1498.0,"g","","",1300.0,,,,,,,,,,,,,,,
1299.0,1499.0,"XIII",31499.0,"",1499.0,"g","","",1200.0,"Greece",1795.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,230.0,"","A' 77","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
899.0,1500.0,"IX",31500.0,"",1500.0,"g","","",800.0,"Greece",1796.0,"IX","http://www.mountathos.gr/active.aspx","Athos","",0.0,156.0,"","A' 78","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eP †: MtMc",
1299.0,1501.0,"XIII",31501.0,"",1501.0,"g","","",1200.0,"Greece",1797.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,202.0,"","A' 79","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap",
1299.0,1502.0,"XIII",31502.0,"",1502.0,"g","","",1200.0,"Greece",1798.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,408.0,"","A' 87","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1317.0,1503.0,1317.0,31503.0,"",1503.0,"g","","",1317.0,"Greece",1799.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,263.0,"","A' 99","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eapr",
1399.0,1504.0,"XIV",31504.0,"",1504.0,"g","","",1300.0,"Greece",1800.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,93.0,"","A' 109","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eP †: LJ",
1299.0,1505.0,"XIII",31505.0,"",1505.0,"g","","",1200.0,"Greece",1801.0,"XII","http://www.mountathos.gr/active.aspx","Athos","",0.0,270.0,"","B' 26","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap",
1320.0,1506.0,1320.0,31506.0,"",1506.0,"g","","",1320.0,"Greece",1802.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,338.0,"","B' 89","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","epPK",
999.0,1507.0,"X",31507.0,"",1507.0,"g","","",900.0,"Greece",1803.0,"X","http://www.mountathos.gr/active.aspx","Athos","",0.0,252.0,"","B' 113","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eK †",
1499.0,1508.0,"XV",31508.0,"",1508.0,"g","","",1400.0,"Greece",1804.0,"XV","http://www.mountathos.gr/active.aspx","Athos","",0.0,449.0,"","Γ 30","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap †",
1299.0,1509.0,"XIII",31509.0,"",1509.0,"g","","",1200.0,"Greece",1805.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,332.0,"","B' 53","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eap †",
1099.0,1510.0,"XI",31510.0,"",1510.0,"g","","",1000.0,"Greece",1806.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,211.0,"","Γ 48","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
1299.0,1511.0,"XIII",31511.0,"",1511.0,"g","","",1200.0,"Greece",1807.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,138.0,"","Γ 49","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1399.0,1512.0,"XIV",31512.0,"",1512.0,"g","","",1300.0,"Greece",1808.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,136.0,"","Γ  50","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
1099.0,1513.0,"XI",31513.0,"",1513.0,"g","","",1000.0,"Greece",1809.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,169.0,"","Γ 53","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
1099.0,1514.0,"XI",31514.0,"",1514.0,"g","","",1000.0,"Greece",1810.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,261.0,"","Γ 54","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1299.0,1515.0,"XIII",31515.0,"",1515.0,"g","","",1200.0,"Greece",1811.0,"XIII","http://www.mountathos.gr/active.aspx","Athos","",0.0,164.0,"","Γ 55","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
1399.0,1516.0,"XIV",31516.0,"",1516.0,"g","","",1300.0,"Greece",1812.0,"XIV","http://www.mountathos.gr/active.aspx","Athos","",0.0,104.0,"","Γ 56","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","ePK †: MtJ",
1099.0,1517.0,"XI",31517.0,"",1517.0,"g","","",1000.0,"Greece",1813.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,265.0,"","Γ 58","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e †",
0.0,1518.0,"",31518.0,"",1518.0,"grc","","",0.0,,,,,,,,,,,,,,,""
1099.0,1519.0,"XI",31519.0,"",1519.0,"g","","",1000.0,"Greece",1814.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,179.0,"","Γ 100","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","e",
1099.0,1520.0,"XI",31520.0,"",1520.0,"g","","",1000.0,"Greece",1815.0,"XI","http://www.mountathos.gr/active.aspx","Athos","",0.0,80.0,"","Γ' 101","http://ntmss.info/instlogos/Lavra.jpg","Great Lavra Monastery","","eP †: LJ",
1084.0,1521.0,1084.0,31521.0,"",1521.0,,,,,"USA",5671.0,"XI","","Washington D.C.","",0.0,253.0,"","Ms. 3 (BZ.1962.35), fol. 95-341","","Dumbarton Oaks","","eap",
1084.0,1521.0,1084.0,31521.0,"",1521.0,,,,,"USA",5672.0,"XI","https://www.clevelandart.org","Cleveland, OH","",0.0,1.0,"","Acc. 50. 154","","Cleveland Museum of Art","","eap",
1084.0,1521.0,1084.0,31521.0,"",1521.0,,,,,"Russia",6542.0,"XI","http://www.tretyakovgallery.ru/en/","Moscow","",0.0,1.0,1376.0,"2580, fol. 187bis","","The State Tretyakov Gallery","","e:J 1,1-26.",
1084.0,1521.0,1084.0,31521.0,"",1521.0,"g","","",1084.0,,,,,,,,,,,,,,,
0.0,1522.0,"",31522.0,"",1522.0,"grc","","",0.0,,,,,,,,,,,,,,,""
1399.0,1523.0,"XIII/XIV",31523.0,"",1523.0,"g","","",1200.0,"Austria",1816.0,"XIII/XIV","http://www.onb.ac.at/","Wien","",0.0,153.0,"","Theol. gr. 141","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","apPK:  1J-R 2K-Kol",
1399.0,1524.0,"XIV",31524.0,"",1524.0,"g","","",1300.0,"Austria",1817.0,"XIV","http://www.onb.ac.at/","Wien","",0.0,331.0,"","Theol. gr. 150","http://ntmss.info/instlogos/OesterNationalbib.jpg","Österreichische Nationalbibliothek","","apK",
1299.0,1525.0,"XIII",31525.0,"",1525.0,"g","","",1200.0,"Poland",1818.0,"XIII","http://www.bj.uj.edu.pl/index_en.php","Krakow","",0.0,187.0,"","Berlin Graec. 4° 57, fol. 101-187","http://ntmss.info/instlogos/Jagiellonska01.jpg","Jagiellonian Library","","ap †",
1199.0,1526.0,"XII",31526.0,"",1526.0,"g","","",1100.0,"France",1819.0,"XII","http://www.bnf.fr/fr/acc/x.accueil.html","Paris","",0.0,48.0,"","Suppl. Gr. 906","http://ntmss.info/instlogos/BNF.jpg","Bibliothèque Nationale","","aP: ActJc",
1399.0,1527.0,"XIV",31527.0,"",1527.0,"g","","",1300.0,"Greece",1820.0,"XIV","","Athos","",0.0,229.0,"","29 (MS destroyed)","","Skete of St. Andrew","","ePK †: MtMcL",
1136.0,1528.0,1136.0,31528.0,"",1528.0,"g","","",1136.0,"USA",1821.0,"XII","http://library.princeton.edu/","Princeton, NJ","",0.0,278.0,"","Garrett MS. 3","http://ntmss.info/instlogos/PrincetonUniversityLibrary2.jpg","Princeton University Libraries","","e",
1199.0,1529.0,"XII",31529.0,"",1529.0,"g","","",1100.0,"Greece",1822.0,"XII","","Athos","",0.0,282.0,"","709 (MS destroyed)","","Skete of St. Andrew","","e",
1299.0,1530.0,"XII/XIII",31530.0,"",1530.0,"g","","",1100.0,"USA",1823.0,"XII/XIII","http://library.princeton.edu/","Princeton, NJ","",0.0,329.0,"","Garrett MS. 2","http://ntmss.info/instlogos/PrincetonUniversityLibrary2.jpg","Princeton University Libraries","","e",
1399.0,1531.0,"XIII/XIV",31531.0,"",1531.0,"g","","",1200.0,"USA",1824.0,"XIII/XIV","http://thewalters.org/","Baltimore, MD","",0.0,258.0,"","W. 526","http://ntmss.info/instlogos/WaltersArtMuseum.jpg","Walters Art Museum","39.2965173,-76.61645039999999","e",
1499.0,1532.0,"XIV/XV",31532.0,"",1532.0,"g","","",1300.0,"Greece",1825.0,"XIV/XV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,232.0,"",1209.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1236.0,1533.0,1236.0,31533.0,"",1533.0,"g","","",1236.0,"Greece",1826.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,409.0,"",244.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eK",
1399.0,1534.0,"XIV",31534.0,"",1534.0,"g","","",1300.0,"Greece",1827.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,443.0,"",246.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eK †",
1499.0,1535.0,"XV",31535.0,"",1535.0,"g","","",1400.0,"Greece",1828.0,"XV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,325.0,"","247, fol. 1-325","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eK",
1299.0,1536.0,"XIII",31536.0,"",1536.0,"g","","",1200.0,"Greece",1829.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,404.0,"",249.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eK",
1499.0,1537.0,"XV",31537.0,"",1537.0,"g","","",1400.0,"Greece",1830.0,"XV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,267.0,"",250.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","ePK: McL",
1399.0,1538.0,"XIII/XIV",31538.0,"",1538.0,"g","","",1200.0,"Greece",1831.0,"XIII/XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,284.0,"",882.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1199.0,1539.0,"XII",31539.0,"",1539.0,"g","","",1100.0,"Greece",1832.0,"XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,339.0,"",884.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1199.0,1540.0,"XI/XII",31540.0,"",1540.0,"g","","",1000.0,"Greece",1833.0,"XI/XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,298.0,"",885.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1299.0,1541.0,"XIII",31541.0,"",1541.0,"g","","",1200.0,"Greece",1834.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,398.0,"",887.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1299.0,1542.0,"XII/XIII",31542.0,"",1542.0,"g","","",1100.0,"Greece",1835.0,"XII/XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,241.0,"",897.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1355.0,1543.0,1355.0,31543.0,"",1543.0,"g","","",1355.0,"Greece",1836.0,1355.0,"http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,211.0,"","898, fol. 1-211r","http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1544.0,"XIV",31544.0,"",1544.0,"g","","",1300.0,"Greece",1837.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,219.0,"",899.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1099.0,1545.0,"XI",31545.0,"",1545.0,"g","","",1000.0,"Greece",1838.0,"XI","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,302.0,"",900.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1263.0,1546.0,"1263?",31546.0,"",1546.0,"g","","",1263.0,"Greece",1839.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,157.0,"",896.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1339.0,1547.0,1339.0,31547.0,"",1547.0,"g","","",1339.0,"Greece",1840.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,255.0,"",901.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1359.0,1548.0,1359.0,31548.0,"",1548.0,"g","","",1359.0,"Greece",1841.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,350.0,"",902.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eap †",
1399.0,1549.0,"XIII/XIV",31549.0,"",1549.0,"g","","",1200.0,"Greece",1842.0,"XIII/XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,372.0,"",905.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1550.0,"XIII/XIV",31550.0,"",1550.0,"g","","",1200.0,"Greece",1843.0,"XIII/XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,245.0,"",910.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1299.0,1551.0,"XIII",31551.0,"",1551.0,"g","","",1200.0,"Greece",1844.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,264.0,"",913.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","er",
1399.0,1552.0,"XIII/XIV",31552.0,"",1552.0,"g","","",1200.0,"Greece",1845.0,"XIII/XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,299.0,"",914.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1399.0,1553.0,"XIV",31553.0,"",1553.0,"g","","",1300.0,"Greece",1846.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,340.0,"",915.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1554.0,"XIV",31554.0,"",1554.0,"g","","",1300.0,"Greece",1847.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,305.0,"",917.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1299.0,1555.0,"XIII",31555.0,"",1555.0,"g","","",1200.0,"Greece",1848.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,298.0,"",918.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1068.0,1556.0,1068.0,31556.0,"",1556.0,"g","","",1068.0,"Greece",1849.0,"XI","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,251.0,"",919.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1293.0,1557.0,1293.0,31557.0,"",1557.0,"g","","",1293.0,"Greece",1850.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,264.0,"",920.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1558.0,"XIII/XIV",31558.0,"",1558.0,"g","","",1200.0,"Greece",1851.0,"XIII/XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,225.0,"",921.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1559.0,"XIV",31559.0,"",1559.0,"g","","",1300.0,"Greece",1852.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,257.0,"",922.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e",
1399.0,1560.0,"XIV",31560.0,"",1560.0,"g","","",1300.0,"Greece",1853.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,292.0,"",923.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1299.0,1561.0,"XII/XIII",31561.0,"",1561.0,"g","","",1100.0,"Greece",1854.0,"XII/XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,226.0,"",926.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1199.0,1562.0,"XII",31562.0,"",1562.0,"g","","",1100.0,"Greece",1855.0,"XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,322.0,"",928.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1299.0,1563.0,"XIII",31563.0,"",1563.0,"g","","",1200.0,"Greece",1856.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,307.0,"",929.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","eapP †",
1300.0,1564.0,1300.0,31564.0,"",1564.0,"g","","",1300.0,"Greece",1857.0,"XIV","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,291.0,"",930.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1299.0,1565.0,"XIII",31565.0,"",1565.0,"g","","",1200.0,"Greece",1858.0,"XIII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,272.0,"",931.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
1199.0,1566.0,"XI/XII",31566.0,"",1566.0,"g","","",1000.0,"Greece",1859.0,"XI/XII","http://www.monastiria.gr/mount-athos-vatopedi-monastery/?lang=en","Athos","",0.0,128.0,"",932.0,"http://ntmss.info/instlogos/Vatopediu.jpg","Vatopedi Monastery","","e †",
